PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	hypertrophic cardiomyopathy (hcm / hocm)	hypertrophic cardiomyopathy		Good	EFO_0000538	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	pericarditis	pericarditis		Good	EFO_0007427	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	respiratory infection	Respiratory Syncytial Virus Infection		Good	EFO_1001413	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	constipation	Constipation		Medium	HP_0002019	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	constipation	constipation disorder		Medium	MONDO_0002203	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rectal prolapse	Rectal prolapse		Good	HP_0002035	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	femoral hernia	femoral hernia		Good	EFO_1001791	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	thyroid goitre	nontoxic goiter		Medium	MONDO_0001658	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	thyroid goitre	thyroid gland		Medium	UBERON_0002046	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	obsessive compulsive disorder (ocd)	obsessive-compulsive disorder		Good	EFO_0004242	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	insomnia	insomnia		Good	EFO_0004698	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	osteopenia	Osteopenia		Good	HP_0000938	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tendonitis / tendinitis / tenosynovitis	tenosynovitis		Good	EFO_1001435	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tendonitis / tendinitis / tenosynovitis	tenosynovitis		Good	EFO_1001435	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	bursitis	frozen shoulder		Good	EFO_1000941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tennis elbow / lateral epicondylitis	lateral epicondylitis		Medium	EFO_1001896	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tennis elbow / lateral epicondylitis	epicondylitis		Medium	EFO_1001887	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cellulitis	cellulitis		Good	EFO_0003035	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture skull / head	Dolichocephaly		Medium	HP_0000268	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture skull / head	Macrocephaly		Medium	HP_0000256	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture radius	radius fracture		Good	EFO_0003957	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture ulna	ulna fracture		Medium	EFO_0003950	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture ulna	Monteggia's fracture		Medium	EFO_1001811	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture tibia	tibia fracture		Good	EFO_0003944	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	septicaemia / sepsis	Sepsis		Medium	HP_0100806	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	septicaemia / sepsis	Neonatal sepsis		Medium	HP_0040187	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	meningioma / benign meningeal tumour	meningeal neoplasm		Medium	EFO_0003851	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	meningioma / benign meningeal tumour	tumour of cranial and spinal nerves		Medium	EFO_0002431	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rosacea	rosacea		Good	EFO_1000760	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	vitiligo	Vitiligo		Good	EFO_0004208	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cervical erosion	cervix erosion		Good	EFO_1000862	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	menopausal symptoms / menopause	menopause		Medium	EFO_0003922	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	menopausal symptoms / menopause	menopausal or post-menopausal disease		Medium	EFO_0010685	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	alopecia / hair loss	cicatricial alopecia		Good	EFO_1002028	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scarlet fever / scarlatina	scarlet fever		Medium	EFO_0007477	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scarlet fever / scarlatina	susceptibility to scarlet fever measurement		Medium	EFO_0008409	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	undescended testicle	cryptorchidism		Good	EFO_0004562	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hearing difficulty/problems: Yes	Hearing abnormality		Medium	HP_0000364	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hearing difficulty/problems: Yes	hearing disorder		Medium	MONDO_0021945	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Comparative height size at age 10	comparative body size at age 10, self-reported		Medium	EFO_0009819	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Comparative height size at age 10	body height at birth		Medium	EFO_0006784	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Miserableness	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sensitivity / hurt feelings	feeling emotionally hurt measurement		Medium	EFO_0009599	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sensitivity / hurt feelings	insulin sensitivity measurement		Medium	EFO_0004471	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fed-up feelings	feeling "fed-up" measurement		Good	EFO_0009588	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nervous feelings	nervous system		Medium	UBERON_0001016	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nervous feelings	Nervousness		Medium	NCIT_C74532	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Guilty feelings	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Risk taking	risk-taking behaviour		Medium	EFO_0008579	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Risk taking	risk factor		Medium	EFO_0003919	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Overall health rating	overall survival		Medium	EFO_0000638	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Overall health rating	healthspan		Medium	EFO_0009762	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of live births	premature birth		Medium	EFO_0003917	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of live births	multiple births measurement		Medium	EFO_0009439	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of spontaneous miscarriages	Apnea		Medium	HP_0002104	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of spontaneous miscarriages	Pathologic fracture		Medium	HP_0002756	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Heel bone mineral density (BMD) T-score, automated (left)	heel bone mineral density		Medium	EFO_0009270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Heel bone mineral density (BMD) T-score, automated (left)	bone density		Medium	EFO_0003923	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Heel bone mineral density (BMD) T-score, automated (right)	heel bone mineral density		Medium	EFO_0009270	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Heel bone mineral density (BMD) T-score, automated (right)	bone density		Medium	EFO_0003923	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Family relationship satisfaction	family relationship		Medium	EFO_0004424	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Family relationship satisfaction	relationship		Medium	EFO_0000824	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Family relationship satisfaction	family relationship		Medium	EFO_0004424	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Family relationship satisfaction	relationship		Medium	EFO_0000824	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Maximum workload during fitness test	exercise test		Medium	EFO_0004328	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Maximum workload during fitness test	test result		Medium	EFO_0000720	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Prospective memory result	episodic memory		Good	EFO_0004333	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cough on most days	bringing up phlegm, sputum or mucus on most days, self-reported		Good	EFO_0009824	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Years of cough on most days	bringing up phlegm, sputum or mucus on most days, self-reported		Good	EFO_0009824	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	liver/biliary/pancreas problem	pancreas disease		Good	EFO_0009605	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	psychological/psychiatric problem	psychological measurement		Good	EFO_0009095	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture neck of femur / hip	femoral neck fracture		Medium	EFO_1001792	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture neck of femur / hip	femur fracture		Medium	EFO_0008553	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture neck of femur / hip	femoral neck fracture		Medium	EFO_1001792	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture neck of femur / hip	femur fracture		Medium	EFO_0008553	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture shaft of femur	femur fracture		Medium	EFO_0008553	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture shaft of femur	femoral neck fracture		Medium	EFO_1001792	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fracture metatarsal	jaw fracture		Good	EFO_0009612	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 2	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 2	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 3	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 3	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 4	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hair/balding pattern: Pattern 4	androgenetic alopecia		Good	EFO_0004191	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hand grip strength (left)	grip strength measurement		Medium	EFO_0006941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hand grip strength (left)	GRIP		Medium	EFO_0008755	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hand grip strength (right)	grip strength measurement		Medium	EFO_0006941	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hand grip strength (right)	GRIP		Medium	EFO_0008755	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Age completed full time education	age		Medium	EFO_0000246	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Age completed full time education	time		Medium	EFO_0000721	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Daytime dozing / sleeping (narcolepsy)	daytime rest measurement		Good	EFO_0007828	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Daytime dozing / sleeping (narcolepsy)	daytime rest measurement		Good	EFO_0007828	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Current tobacco smoking	nicotine dependence		Medium	EFO_0003768	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Current tobacco smoking	smoking behavior		Medium	EFO_0004318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Past tobacco smoking	nicotine dependence		Medium	EFO_0003768	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Past tobacco smoking	smoking behavior		Medium	EFO_0004318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Exposure to tobacco smoke at home	tobacco smoke exposure measurement		Medium	EFO_0009115	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Exposure to tobacco smoke at home	environmental tobacco smoke exposure measurement		Medium	EFO_0008361	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Exposure to tobacco smoke outside home	environmental tobacco smoke exposure measurement		Medium	EFO_0008361	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Exposure to tobacco smoke outside home	tobacco smoke exposure measurement		Medium	EFO_0009115	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Worrier / anxious feelings	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Frequency of depressed mood in last 2 weeks	Depressed nasal bridge		Medium	HP_0005280	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Frequency of depressed mood in last 2 weeks	Pseudohyperaldosteronism type 2		Medium	Orphanet_88660	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Frequency of unenthusiasm / disinterest in last 2 weeks	Pseudohyperaldosteronism type 2		Medium	Orphanet_88660	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Frequency of unenthusiasm / disinterest in last 2 weeks	Simpson-Golabi-Behmel syndrome type 2		Medium	Orphanet_79022	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetes diagnosed by doctor	maturity-onset diabetes of the young type 4		Medium	MONDO_0011667	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetes diagnosed by doctor	Maternal diabetes		Medium	HP_0009800	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cancer diagnosed by doctor	colorectal cancer, susceptibility to, 1		Medium	MONDO_0012132	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cancer diagnosed by doctor	colorectal cancer, hereditary nonpolyposis, type 8		Medium	MONDO_0013196	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fractured/broken bones in last 5 years	bone fracture		Good	EFO_0003931	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ever had stillbirth, spontaneous miscarriage or termination	habitual abortion		Good	EFO_1000954	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ever used hormone-replacement therapy (HRT)	hormone replacement therapy		Medium	EFO_0003961	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ever used hormone-replacement therapy (HRT)	number of children ever born measurement		Medium	EFO_0009102	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture resulting from simple fall	fall		Good	EFO_0009631	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Longest period of depression	period of infection		Good	EFO_0000648	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of depression episodes	Paroxysmal ventricular tachycardia		Medium	HP_0004751	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Number of depression episodes	Acute episodes of neuropathic symptoms		Medium	HP_0003489	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Longest period of unenthusiasm / disinterest	period of infection		Good	EFO_0000648	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mean time to correctly identify matches	time to first cigarette measurement		Medium	EFO_0010126	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mean time to correctly identify matches	distant metastasis free survival		Medium	EFO_0000412	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Creatinine (enzymatic) in urine	Glycosuria		Medium	HP_0003076	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Creatinine (enzymatic) in urine	Hematuria		Medium	HP_0000790	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Handedness (chirality/laterality): Left-handed	functional laterality		Medium	EFO_0003889	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Handedness (chirality/laterality): Left-handed	handedness		Medium	EFO_0009902	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Handedness (chirality/laterality): Use both right and left hands equally	Left-to-right shunt		Medium	HP_0012382	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Handedness (chirality/laterality): Use both right and left hands equally	Lower limb asymmetry		Medium	HP_0100559	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	sarcoma/fibrosarcoma	fibrosarcoma		Good	EFO_0002087	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	sarcoma/fibrosarcoma	fibrosarcoma		Good	EFO_0002087	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cin/pre-cancer cells cervix	dysplasia of cervix		Good	EFO_1000910	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rodent ulcer	chronic ulcer of skin		Good	EFO_0007066	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	pericardial problem	pericardial tuberculosis		Good	EFO_0007426	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	other respiratory problems	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	other respiratory problems	influenza		Medium	EFO_0007328	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	non-infective hepatitis	hepatitis C virus infection		Good	EFO_0003047	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	parathyroid gland problem (not cancer)	Parathyroid Gland Carcinoma		Good	EFO_1000456	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	meningitis	infectious meningitis		Good	EFO_0000584	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	chronic/degenerative neurological problem	nervous system disease		Good	EFO_0000618	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
